,Name,User rating %,Value %,Avg. Bench %,Memory Pts,8-Core Pts,Mkt. share %,Age months,Price €,fecha,cuartil,año,Q_año
34,AMD Athlon II X4 760K (2013 D.Ri),51,0.0,51.5,72.2,183,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
35,Intel Core i7-3537U,51,0.0,51.5,75.5,165,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
36,AMD Phenom 9600,51,0.0,16,10.2,127,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
37,Intel Core2 Duo T6570,51,0.0,33.9,59.2,53.4,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
38,AMD Turion X2 Dual-Core Mobile RM-70,51,0.0,29.8,51.4,51.1,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
39,Intel Xeon E5462,51,0.0,47.6,71.1,144,0,113,,2015-01-02 18:42:51.754560,Q1,2015,Q1 2015
40,Intel Celeron J4105,51,0.0,35.7,39.5,187,0,73,,2018-04-16 18:42:51.754560,Q2,2018,Q2 2018
41,Intel Xeon E31220,51,0.0,67.9,85.5,298,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
42,AMD Athlon 7750,51,0.0,38.8,66.1,70.9,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
43,Intel Pentium N3700,51,0.0,26.2,39.7,77.5,0.01,103,,2015-10-29 18:42:51.754560,Q4,2015,Q4 2015
44,AMD E2-9000 APU (2016 M.SR),51,0.0,28,47.8,51.3,0,84,,2017-05-21 18:42:51.754560,Q2,2017,Q2 2017
45,Intel Celeron 1007U,51,0.0,39.4,67.6,69.2,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
46,Intel Core i9-11980HK,51,0.0,93.1,71.6,1031,0.01,34,,2021-06-29 18:42:51.754560,Q2,2021,Q2 2021
47,Intel Pentium 4 3.06GHz,51,0.0,25,45.5,29.5,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
48,Intel Xeon E5-2670 v2,51,0.0,67,78.8,579,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
49,Intel Pentium G2010,51,0.0,50.6,78.5,136,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
50,Intel Xeon W3550,51,0.0,65.8,83.9,325,0.01,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
1,Intel Core i5-10400T,51,0.0,78.1,86.3,611,0.01,46,,2020-07-04 18:42:51.754560,Q3,2020,Q3 2020
2,Intel Core i7-5550U,51,0.0,59.7,80,232,0,88,,2017-01-21 18:42:51.754560,Q1,2017,Q1 2017
3,AMD Phenom II X2 565,51,0.0,48,81,92.1,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
4,Intel Core i5-2537M,51,0.0,44,72.3,96.2,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
5,Intel Pentium G620,51,0.0,46.4,73.5,116,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
6,Intel Core i7-1185G7,51,0.0,67.1,62.2,533,0.13,43,,2020-10-02 18:42:51.754560,Q4,2020,Q4 2020
7,Intel Core i5-10500T,51,0.0,78.2,82.2,629,0.03,45,,2020-08-03 18:42:51.754560,Q3,2020,Q3 2020
8,Intel Pentium Gold G6600,51,0.0,75,90.1,350,0,38,,2021-03-01 18:42:51.754560,Q1,2021,Q1 2021
9,Intel Xeon E5520,51,0.0,59.1,82.7,254,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
10,AMD A4-5000 APU,51,0.0,26.6,40.5,78.3,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
11,Intel Core i5-2415M,51,0.0,51.1,77.1,150,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
12,Intel Core i5-9400H,51,0.0,78.9,83.3,585,0.01,57,,2019-08-09 18:42:51.754560,Q3,2019,Q3 2019
13,AMD A8-5550M APU,51,0.0,41.7,64.1,115,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
14,AMD A8-3850 APU,51,0.0,46,64.3,165,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
15,Intel Celeron N2820,51,0.0,27.3,48.5,38.5,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
16,AMD Athlon 64 3500+,51,0.0,33.2,62.1,28.6,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
17,Intel Core i7 M 620,51,0.0,42.1,59.3,148,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
18,Intel Core i9-12950HX,51,0.0,107,74,1308,0.02,23,,2022-05-25 18:42:51.754560,Q2,2022,Q2 2022
19,Intel Xeon E3-1275 V2,51,0.0,74.2,86.6,481,0.01,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
20,Intel Pentium G860,51,0.0,51.4,79.4,140,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
21,Intel Core i5-1240P,51,0.0,83.2,65.3,859,0.11,24,,2022-04-25 18:42:51.754560,Q2,2022,Q2 2022
22,Intel Core i9-11950H,51,0.0,91.9,71.8,975,0.03,35,,2021-05-30 18:42:51.754560,Q2,2021,Q2 2021
23,Intel Atom x5-Z8550,51,0.0,26.6,39.5,83.2,0,89,,2016-12-22 18:42:51.754560,Q4,2016,Q4 2016
24,AMD Ryzen 7 6800HS,51,0.0,74,68.9,740,0.02,25,,2022-03-26 18:42:51.754560,Q1,2022,Q1 2022
25,AMD A8-5545M APU,51,0.0,35.9,55.4,99.1,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
26,AMD Athlon II X4 645,51,0.0,46,63.7,168,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
27,Intel Celeron 2957U,51,0.0,38.1,65,68.7,0,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
28,Intel Xeon E5405,51,0.0,41.9,66,107,0,111,,2015-03-03 18:42:51.754560,Q1,2015,Q1 2015
29,Intel Celeron G1620,51,0.0,49.5,77.2,132,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
30,AMD Ryzen 9 5980HS,51,0.0,78,64.4,785,0.01,37,,2021-03-31 18:42:51.754560,Q1,2021,Q1 2021
31,Intel Pentium T4500,51,0.0,33.9,57.7,62.1,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
32,Intel Core i5-4570T,51,0.0,57.7,77.1,227,0.01,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
33,Intel Core i3-2328M,51,0.0,47.5,74.7,123,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
34,AMD E2-7110 APU (2015 M.Ca),51,0.0,29.4,43,95.4,0,99,,2016-02-26 18:42:51.754560,Q1,2016,Q1 2016
35,Intel Pentium G4560T,51,0.0,60.2,81,233,0,81,,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
36,Intel Xeon E3110,51,0.0,42.4,71.7,79.8,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
37,Intel Core i5 M 450,51,0.0,40,57.5,135,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
38,Intel Core i5-3475S,51,0.0,68.5,82.3,322,0.01,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
39,Intel Celeron 1005M,51,0.0,44.1,73.4,90.6,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
40,Intel Core i5-1340P,51,0.0,88,61.3,913,0.02,14,,2023-02-19 18:42:51.754560,Q1,2023,Q1 2023
41,AMD Ryzen 5 6600H,51,0.0,76.7,68.8,739,0.01,24,,2022-04-25 18:42:51.754560,Q2,2022,Q2 2022
42,Intel Core2 Duo T9600,51,0.0,38.9,65.9,73.3,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
43,Intel Celeron N2840,51,0.0,28.4,50.9,37.9,0.01,113,,2015-01-02 18:42:51.754560,Q1,2015,Q1 2015
44,Intel Core i5-10400H,51,0.0,79.2,82.1,615,0.01,48,,2020-05-05 18:42:51.754560,Q2,2020,Q2 2020
45,Intel Celeron B830,51,0.0,42.6,72,80.8,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
46,AMD Athlon 64 X2 Dual Core 6000+,51,0.0,40.7,68.1,80.4,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
47,AMD E2-9000e APU (2016 M.SR),51,0.0,26.1,45.5,41.8,0,81,,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
48,Intel Core i5-1335U,51,0.0,76.1,62.9,779,0.11,12,,2023-04-20 18:42:51.754560,Q2,2023,Q2 2023
49,AMD Ryzen 9 5900,51,0.0,97.2,79.5,1094,0.01,36,,2021-04-30 18:42:51.754560,Q2,2021,Q2 2021
50,Intel Core i7-7560U,51,0.0,54.9,68,239,0,84,,2017-05-21 18:42:51.754560,Q2,2017,Q2 2017
1,Intel Core i7-4770T,51,0.0,70.3,84,452,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
2,Intel Core i7-1355U,51,0.0,75.8,61.5,776,0.14,12,,2023-04-20 18:42:51.754560,Q2,2023,Q2 2023
3,AMD Athlon X4 880K,51,0.0,46.1,59.8,191,0,96,,2016-05-26 18:42:51.754560,Q2,2016,Q2 2016
4,AMD C-50,51,0.0,21.2,39.2,20.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
5,Intel Core i3-3250,51,0.0,58.7,80,222,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
6,AMD Athlon 64 X2 Dual Core 4200+,51,0.0,34.5,59.7,58.1,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
7,AMD Athlon 64 X2 Dual Core 5600+,51,0.0,38.6,64.9,75.6,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
8,AMD Phenom X3 8450,51,0.0,39.3,64.7,85,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
9,Intel Core i5-4430,51,0.0,65.2,81.4,292,0.04,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
10,AMD Athlon II X4 870K,51,0.0,46.2,60.5,188,0,97,,2016-04-26 18:42:51.754560,Q2,2016,Q2 2016
11,AMD Phenom 9500,51,0.0,14.7,8.56,120,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
12,Intel Core i7-13650HX,51,0.0,104,74,1203,0.19,13,,2023-03-21 18:42:51.754560,Q1,2023,Q1 2023
13,Intel Core i3-8109U,51,0.0,65,82.9,279,0,65,,2018-12-12 18:42:51.754560,Q4,2018,Q4 2018
14,Intel Core i5-4570R,51,0.0,65.2,77.5,311,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
15,Intel Xeon E5-2660 v2,51,0.0,46.9,59.9,289,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
16,Intel Pentium 2127U,51,0.0,44.4,74.5,88.5,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
17,Intel Core2 Quad Q9505,51,0.0,47,68.5,151,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
18,Intel Xeon X3450,51,0.0,66,87.7,338,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
19,AMD Ryzen 9 7845HX,51,0.0,88,72.5,1049,0.01,13,,2023-03-21 18:42:51.754560,Q1,2023,Q1 2023
20,AMD Athlon 220GE,51,0.0,57.7,70.1,266,0,62,,2019-03-12 18:42:51.754560,Q1,2019,Q1 2019
21,Intel Core Ultra 5 125H,51,0.0,85.1,52.1,972,0.02,5,,2023-11-16 18:42:51.754560,Q4,2023,Q4 2023
22,AMD C-60 APU,51,0.0,22.8,41.9,24,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
23,AMD E-300 APU,51,0.0,22.5,41.2,25.2,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
24,Intel Atom x5-Z8300,51,0.0,23.7,38.2,55.9,0,101,,2015-12-28 18:42:51.754560,Q4,2015,Q4 2015
25,AMD E2-1800 APU (2012 M.Za),51,0.0,25.4,45.5,33.5,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
26,AMD Athlon 2650e,51,0.0,25.6,48.4,19.8,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
27,Intel Atom x7-Z8750,51,0.0,26.7,38.8,87.6,0,90,,2016-11-22 18:42:51.754560,Q4,2016,Q4 2016
28,AMD Athlon X2 Dual-Core QL-64,51,0.0,27.9,47.6,50.9,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
29,AMD A6-9200 APU (2016 M.SR),51,0.0,28.9,48,60,0,85,,2017-04-21 18:42:51.754560,Q2,2017,Q2 2017
30,AMD A4-3305M APU,51,0.0,31.5,54,55.8,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
31,AMD Athlon 64 3800+,51,0.0,32.6,60.5,31.2,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
32,Intel Pentium J4205,51,0.0,32.9,38.7,161,0,87,,2017-02-20 18:42:51.754560,Q1,2017,Q1 2017
33,Intel Pentium Dual E2180,51,0.0,33,59.2,43.8,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
34,AMD A8-7500 APU (2014 M.Ka),51,0.0,45,62,168,0,98,,2016-03-27 18:42:51.754560,Q1,2016,Q1 2016
35,AMD Athlon 64 X2 Dual Core 4400+,51,0.0,33.9,57.9,60.7,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
36,Intel Pentium T4400,51,0.0,34,58.5,59.3,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
37,AMD Athlon II P340,51,0.0,34.9,60.4,59.1,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
38,Intel Pentium J2900,51,0.0,35.2,55.6,89.3,0.01,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
39,Intel Core2 Duo E4700,51,0.0,35.4,62.4,53.3,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
40,AMD A10-4655M APU,51,0.0,36.8,56.9,100,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
41,Intel Core i7-1370P,51,0.0,94.4,67.7,982,0.02,12,,2023-04-20 18:42:51.754560,Q2,2023,Q2 2023
42,Intel Core i7-14700HX,51,0.0,111,76,1348,0.03,5,,2023-11-16 18:42:51.754560,Q4,2023,Q4 2023
43,Intel Core i5-4570S,51,0.0,66.2,79.2,316,0.03,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
44,Intel Core i7-5500U,51,0.0,46.2,64.8,169,0.07,110,,2015-04-02 18:42:51.754560,Q2,2015,Q2 2015
45,Intel Pentium E6300,51,0.0,37.8,63.6,73.2,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
46,Intel Celeron N3350,51,0.0,20.9,31.1,65.1,0.02,88,,2017-01-21 18:42:51.754560,Q1,2017,Q1 2017
47,Intel Celeron N4000,51,0.0,23.8,34.1,80.6,0.02,70,,2018-07-15 18:42:51.754560,Q3,2018,Q3 2018
48,Intel Core i9-12900HX,51,0.0,105,74.6,1285,0.02,23,,2022-05-25 18:42:51.754560,Q2,2022,Q2 2022
49,AMD Ryzen 7 7745HX,51,0.0,83.4,69.4,968,0.01,11,,2023-05-20 18:42:51.754560,Q2,2023,Q2 2023
50,Intel Xeon E31225,51,0.0,68.6,84.7,310,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
1,Intel Core i7-1195G7,51,0.0,69.4,65.8,538,0.03,31,,2021-09-27 18:42:51.754560,Q3,2021,Q3 2021
2,Intel Core2 Duo E7600,51,0.0,39.6,66,80.6,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
3,AMD Athlon II X4 635,51,0.0,45.3,64,158,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
4,Intel Core i5-12600H,51,0.0,94.9,69.9,1000,0,23,,2022-05-25 18:42:51.754560,Q2,2022,Q2 2022
5,AMD Ryzen 3 5300G,51,0.0,77,72.2,624,0.01,35,,2021-05-30 18:42:51.754560,Q2,2021,Q2 2021
6,Intel Core i3-6320,51,0.0,69.4,86.3,311,0,102,,2015-11-28 18:42:51.754560,Q4,2015,Q4 2015
7,Intel Core i7-9850H,51,0.0,77.1,79.2,618,0.08,57,,2019-08-09 18:42:51.754560,Q3,2019,Q3 2019
8,Intel Core i7 980,51,0.0,75.2,89.1,519,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
9,Intel Core i7-13800H,51,0.0,105,71.6,1178,0.04,13,,2023-03-21 18:42:51.754560,Q1,2023,Q1 2023
10,AMD A4-3300M APU,51,0.0,33,57.3,53.5,0,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
11,AMD A4-3400 APU,51,0.0,35.5,59,74,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
12,AMD A4-3300 APU,51,0.0,35.5,60,67.8,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
13,Intel Pentium G870,51,0.0,52.4,80.5,145,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
14,Intel Core2 Quad Q9000,51,0.0,41.5,65.8,104,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
15,Intel Xeon E3-1225 V2,51,0.0,69.8,82,339,0.01,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
16,Intel Pentium G630,51,0.0,47.3,74,124,0.01,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
17,Intel Pentium E5800,51,0.0,37.5,60.3,88.9,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
18,Intel Pentium G840,51,0.0,51.3,80.7,131,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
19,Intel Xeon W3530,51,0.0,64.6,85,305,0.01,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
20,Intel Core i3-2310M,51,0.0,46.5,73.6,118,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
21,Intel Core2 6300,51,0.0,34.5,62.5,41.7,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
22,Intel Core2 Duo T9300,51,0.0,38.1,65.6,64.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
23,Intel Core2 Duo T6400,51,0.0,34.4,60.6,51.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
24,AMD Athlon 64 X2 Dual Core 3800+,51,0.0,34,59.9,51.4,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
25,Intel Core2 Duo T7100,51,0.0,32.7,59.9,35.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
26,AMD A4-4300M APU,51,0.0,35,60.5,59,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
27,Intel Pentium E6500,51,0.0,39.2,65.5,78.5,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
28,Intel Pentium G640,51,0.0,48.3,75,130,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
29,Intel Core i5 661,51,0.0,49.8,66.4,196,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
30,Intel Core i7 K 875,51,0.0,70.4,90.7,384,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
31,Intel Core i7 Q 740,51,0.0,53.8,82.6,191,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
32,Intel Celeron G530,51,0.0,45.9,73.4,111,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
33,AMD Athlon II P320,51,0.0,34,58.8,56.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
34,Intel Pentium E5200,51,0.0,36,60.7,68.8,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
35,Intel Pentium E6600,51,0.0,39,64.9,80.2,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
36,Intel Core2 4300,51,0.0,32.5,59.3,37.3,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
37,Intel Pentium Dual E2140,51,0.0,30.7,56.5,32.8,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
38,Intel Xeon X3220,51,0.0,43.1,68.4,107,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
39,AMD Phenom II X4 20,51,0.0,54.1,80.7,164,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
40,AMD A6-3500 APU,51,0.0,39.1,63.1,92.5,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
41,Intel Core i7 940,51,0.0,65.5,87.4,346,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
42,Intel Core i3 530,51,0.0,45.6,63.8,163,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
43,Intel Pentium E5500,51,0.0,36.6,60.7,75.3,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
44,Intel Core i5 M 540,51,0.0,40.9,57.8,143,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
45,Intel Celeron E3300,51,0.0,35.6,60.9,63.5,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
46,Intel Core2 Duo T9900,51,0.0,40.7,68.6,78.1,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
47,Intel Core2 Quad Q9450,51,0.0,49.2,72,156,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
48,Intel Core2 Duo E6750,51,0.0,37.8,66.3,58.6,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
49,Intel Core2 Duo E6850,51,0.0,39.6,68.7,64.7,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
50,Intel Pentium E5300,51,0.0,35.9,60.4,70.3,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
1,Intel Core i7-2820QM,51,0,58.5,77.2,308,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
2,Intel Core2 Duo T7700,51,0,37.1,63.2,72.6,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
3,Intel Core2 T7600,51,0,34,60.3,47.8,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
4,Intel Core2 Duo T7300,51,0,34.4,62.3,41,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
5,AMD FX-4350,51,0,57.3,82.1,194,0,131,,2013-07-11 18:42:51.754560,Q3,2013,Q3 2013
6,Intel Celeron G550,51,0,47.6,75.2,121,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
7,Intel Core2 Duo T9500,51,0,39.4,67.9,68,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
8,AMD Athlon II X2 240,51,0,40.1,68,74.8,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
9,Intel Xeon W3520,51,0,63.1,83.7,290,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
10,Intel Xeon L5420,51,0,46.7,70.9,135,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
11,Intel Core2 Duo T9550,51,0,38.6,66.2,66.9,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
12,Intel Xeon E5-2620 0,51,0,57.5,75.2,340,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
13,Intel Core i3-3217U,51,39.5,43,68.8,106,0.02,124,326,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
14,Intel Core i5-3330S,51,56.6,64.1,81.9,273,0.01,122,375,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
15,Intel Celeron G1610,51,66,48.6,76.5,125,0,123,79,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
16,Intel Core i5-3470T,51,48.1,55.8,76.7,206,0.01,123,408,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
17,Intel Core i5-4670S,51,55.2,72.4,82.8,362,0,121,638,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
18,Intel Core2 Duo T9400,51,61.2,39.1,67.5,65.8,0,122,47,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
19,Intel Core i3-3225,51,0,58.5,80.9,214,0,140,,2012-10-14 18:42:51.754560,Q4,2012,Q4 2012
20,Intel Xeon E5-2687W 0,51,0,74.2,84.3,639,0.01,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
21,Intel Xeon E5-2643 0,51,0,68.7,82.9,427,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
22,Intel Core2 Duo E8300,51,0,41.3,70.4,75,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
23,Intel Xeon E3-1226 v3,51,0,71.3,79.7,371,0.01,112,,2015-02-01 18:42:51.754560,Q1,2015,Q1 2015
24,Intel Core i7-3970X,51,55.3,77.9,86,595,0.01,120,833,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
25,Intel Celeron E3400,51,0,35.2,59.5,66.8,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
26,Intel Xeon E5-2620 v2,51,0,59.9,76.7,371,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
27,Intel Pentium G645,51,53.3,49.9,78.1,132,0,122,188,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
28,Intel Core i3-3210,51,0,57.2,80.9,199,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
29,Intel Xeon X5570,51,58.7,69.2,89.2,349,0,118,436,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
30,Intel Core i5-3450S,51,0,68.9,84,315,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
31,Intel Core i7-5775C,51,0,84.9,93.1,615,0.01,105,,2015-08-30 18:42:51.754560,Q3,2015,Q3 2015
32,Intel Core i3-6100T,51,79,57.6,74.7,240,0.02,100,76,2016-01-27 18:42:51.754560,Q1,2016,Q1 2016
33,Intel Core i7-9800X,51,0,82.9,76.1,880,0.01,64,,2019-01-11 18:42:51.754560,Q1,2019,Q1 2019
34,Intel Core i5-13600,51,0,116,84.8,1347,0.01,15,,2023-01-20 18:42:51.754560,Q1,2023,Q1 2023
35,Intel Core i7-4900MQ,51,0,67.6,78.3,449,0.01,133,,2013-05-12 18:42:51.754560,Q2,2013,Q2 2013
36,Intel Pentium G3460,51,0,57.6,84.6,182,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
37,Intel Core i3-4360,51,0,64.7,84,269,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
38,Intel Core i3-4130T,51,0,56.2,77.7,207,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
39,Intel Core i7-2600S,51,0,67,87,359,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
40,Intel Celeron G1850,51,0,52.5,79.5,154,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
41,Intel Celeron G1820,51,0,49.2,75.4,139,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
42,Intel Core2 Duo E6550,51,0,37.4,66.3,53.1,0,199,,2007-12-10 18:42:51.754560,Q4,2007,Q4 2007
43,Intel Core i3-7320,51,0,73.2,89.2,336,0,87,,2017-02-20 18:42:51.754560,Q1,2017,Q1 2017
